Using hybrid two-pass approach
APSC: Starting from 2000 to 198
Collapsed to 793 vertices (cost: 554.716)
Collapsed to 792 vertices (cost: 556.818)
Collapsed to 791 vertices (cost: 560)
Collapsed to 790 vertices (cost: 60.0001)
Collapsed to 789 vertices (cost: 564.066)
Collapsed to 788 vertices (cost: 49.0283)
Collapsed to 787 vertices (cost: 510.804)
Collapsed to 786 vertices (cost: 566.519)
Collapsed to 785 vertices (cost: 322.409)
Collapsed to 784 vertices (cost: 568.306)
Collapsed to 783 vertices (cost: 516.469)
Collapsed to 782 vertices (cost: 571.642)
Collapsed to 781 vertices (cost: 361.282)
Collapsed to 780 vertices (cost: 345.203)
Collapsed to 779 vertices (cost: 424.466)
Collapsed to 778 vertices (cost: 535.811)
Collapsed to 777 vertices (cost: 576.199)
Collapsed to 776 vertices (cost: 58.3103)
Collapsed to 775 vertices (cost: 439.348)
Collapsed to 774 vertices (cost: 537.949)
Collapsed to 773 vertices (cost: 297.467)
Collapsed to 772 vertices (cost: 343.214)
Collapsed to 771 vertices (cost: 577.248)
Collapsed to 770 vertices (cost: 4.80102e-05)
Collapsed to 769 vertices (cost: 355.114)
Collapsed to 768 vertices (cost: 162.427)
Collapsed to 767 vertices (cost: 580.166)
Collapsed to 766 vertices (cost: 584.267)
Collapsed to 765 vertices (cost: 584.416)
Collapsed to 764 vertices (cost: 354.545)
Collapsed to 763 vertices (cost: 592.593)
Collapsed to 762 vertices (cost: 594.35)
Collapsed to 761 vertices (cost: 595.52)
Collapsed to 760 vertices (cost: 142.874)
Collapsed to 759 vertices (cost: 597.31)
Collapsed to 758 vertices (cost: 360.141)
Collapsed to 757 vertices (cost: 120.281)
Collapsed to 756 vertices (cost: 147.9)
Collapsed to 755 vertices (cost: 600)
Collapsed to 754 vertices (cost: 288.235)
Collapsed to 753 vertices (cost: 305.455)
Collapsed to 752 vertices (cost: 6.0515e-06)
Collapsed to 751 vertices (cost: 259.918)
Collapsed to 750 vertices (cost: 165.372)
Collapsed to 749 vertices (cost: 167.201)
Collapsed to 748 vertices (cost: 600)
Collapsed to 747 vertices (cost: 8.33333)
Collapsed to 746 vertices (cost: 405.263)
Collapsed to 745 vertices (cost: 603.776)
Collapsed to 744 vertices (cost: 611.241)
Collapsed to 743 vertices (cost: 146.574)
Collapsed to 742 vertices (cost: 612.411)
Collapsed to 741 vertices (cost: 4.46281)
Collapsed to 740 vertices (cost: 612.766)
Collapsed to 739 vertices (cost: 614.485)
Collapsed to 738 vertices (cost: 618.182)
Collapsed to 737 vertices (cost: 155.54)
Collapsed to 736 vertices (cost: 622.222)
Collapsed to 735 vertices (cost: 28.2142)
Collapsed to 734 vertices (cost: 623.333)
Collapsed to 733 vertices (cost: 625)
Collapsed to 732 vertices (cost: 507)
Collapsed to 731 vertices (cost: 1.90686e-06)
Collapsed to 730 vertices (cost: 50.1307)
Collapsed to 729 vertices (cost: 625.718)
Collapsed to 728 vertices (cost: 625.926)
Collapsed to 727 vertices (cost: 3.64693e-06)
Collapsed to 726 vertices (cost: 3.16417e-06)
Collapsed to 725 vertices (cost: 80)
Collapsed to 724 vertices (cost: 629.678)
Collapsed to 723 vertices (cost: 637.694)
Collapsed to 722 vertices (cost: 640.744)
Collapsed to 721 vertices (cost: 643.542)
Collapsed to 720 vertices (cost: 643.768)
Collapsed to 719 vertices (cost: 644.797)
Collapsed to 718 vertices (cost: 645.035)
Collapsed to 717 vertices (cost: 205.492)
Collapsed to 716 vertices (cost: 547.829)
Collapsed to 715 vertices (cost: 640.909)
Collapsed to 714 vertices (cost: 305.547)
Collapsed to 713 vertices (cost: 103.68)
Collapsed to 712 vertices (cost: 615.276)
Collapsed to 711 vertices (cost: 646.118)
Collapsed to 710 vertices (cost: 78.3066)
Collapsed to 709 vertices (cost: 646.286)
Collapsed to 708 vertices (cost: 70.7805)
Collapsed to 707 vertices (cost: 648.381)
Collapsed to 706 vertices (cost: 650)
Collapsed to 705 vertices (cost: 105.199)
Collapsed to 704 vertices (cost: 417.334)
Collapsed to 703 vertices (cost: 367.584)
Collapsed to 702 vertices (cost: 609.191)
Collapsed to 701 vertices (cost: 650)
Collapsed to 700 vertices (cost: 650.377)
Collapsed to 699 vertices (cost: 397.379)
Collapsed to 698 vertices (cost: 651.166)
Collapsed to 697 vertices (cost: 607.782)
Collapsed to 696 vertices (cost: 113.401)
Collapsed to 695 vertices (cost: 654.545)
Collapsed to 694 vertices (cost: 45.7476)
Collapsed to 693 vertices (cost: 659.215)
Collapsed to 692 vertices (cost: 659.564)
Collapsed to 691 vertices (cost: 665.753)
Collapsed to 690 vertices (cost: 87.5028)
Collapsed to 689 vertices (cost: 667.422)
Collapsed to 688 vertices (cost: 304.753)
Collapsed to 687 vertices (cost: 673.87)
Collapsed to 686 vertices (cost: 201.366)
Collapsed to 685 vertices (cost: 674.626)
Collapsed to 684 vertices (cost: 203.689)
Collapsed to 683 vertices (cost: 677.455)
Collapsed to 682 vertices (cost: 679.72)
Collapsed to 681 vertices (cost: 1.95411e-05)
Collapsed to 680 vertices (cost: 12.1212)
Collapsed to 679 vertices (cost: 680)
Collapsed to 678 vertices (cost: 242.025)
Collapsed to 677 vertices (cost: 544.77)
Collapsed to 676 vertices (cost: 346.197)
Collapsed to 675 vertices (cost: 585.06)
Collapsed to 674 vertices (cost: 681.147)
Collapsed to 673 vertices (cost: 3.03902)
Collapsed to 672 vertices (cost: 322.321)
Collapsed to 671 vertices (cost: 685.417)
Collapsed to 670 vertices (cost: 244.136)
Collapsed to 669 vertices (cost: 581.114)
Collapsed to 668 vertices (cost: 687.868)
Collapsed to 667 vertices (cost: 696.383)
Collapsed to 666 vertices (cost: 496.602)
Collapsed to 665 vertices (cost: 696.447)
Collapsed to 664 vertices (cost: 269.226)
Collapsed to 663 vertices (cost: 700)
Collapsed to 662 vertices (cost: 94.1177)
Collapsed to 661 vertices (cost: 700)
Collapsed to 660 vertices (cost: 526.087)
Collapsed to 659 vertices (cost: 417.391)
Collapsed to 658 vertices (cost: 41.3794)
Collapsed to 657 vertices (cost: 632.882)
Collapsed to 656 vertices (cost: 703.809)
Collapsed to 655 vertices (cost: 704.73)
Collapsed to 654 vertices (cost: 3.9082)
Collapsed to 653 vertices (cost: 705.435)
Collapsed to 652 vertices (cost: 46.6612)
Collapsed to 651 vertices (cost: 708.854)
Collapsed to 650 vertices (cost: 447.434)
Collapsed to 649 vertices (cost: 714.248)
Collapsed to 648 vertices (cost: 714.286)
Collapsed to 647 vertices (cost: 7.9199e-05)
Collapsed to 646 vertices (cost: 57.143)
Collapsed to 645 vertices (cost: 66.6668)
Collapsed to 644 vertices (cost: 2.23389e-05)
Collapsed to 643 vertices (cost: 7.02683e-06)
Collapsed to 642 vertices (cost: 11.1111)
Collapsed to 641 vertices (cost: 212.281)
Collapsed to 640 vertices (cost: 388.889)
Collapsed to 639 vertices (cost: 0)
Collapsed to 638 vertices (cost: 4.34995e-05)
Collapsed to 637 vertices (cost: 337.894)
Collapsed to 636 vertices (cost: 193.6)
Collapsed to 635 vertices (cost: 541.708)
Collapsed to 634 vertices (cost: 1.9723)
Collapsed to 633 vertices (cost: 298.97)
Collapsed to 632 vertices (cost: 719.714)
Collapsed to 631 vertices (cost: 18.4835)
Collapsed to 630 vertices (cost: 110.125)
Collapsed to 629 vertices (cost: 721.705)
Collapsed to 628 vertices (cost: 722.88)
Collapsed to 627 vertices (cost: 724.445)
Collapsed to 626 vertices (cost: 50.1603)
Collapsed to 625 vertices (cost: 728.431)
Collapsed to 624 vertices (cost: 731.302)
Collapsed to 623 vertices (cost: 735.696)
Collapsed to 622 vertices (cost: 741.176)
Collapsed to 621 vertices (cost: 5.29388e-05)
Collapsed to 620 vertices (cost: 2.45188e-08)
Collapsed to 619 vertices (cost: 575.541)
Collapsed to 618 vertices (cost: 750.458)
Collapsed to 617 vertices (cost: 750.833)
Collapsed to 616 vertices (cost: 149.162)
Collapsed to 615 vertices (cost: 690.66)
Collapsed to 614 vertices (cost: 751.648)
Collapsed to 613 vertices (cost: 212.468)
Collapsed to 612 vertices (cost: 757.15)
Collapsed to 611 vertices (cost: 123.28)
Collapsed to 610 vertices (cost: 438.478)
Collapsed to 609 vertices (cost: 759.351)
Collapsed to 608 vertices (cost: 763.663)
Collapsed to 607 vertices (cost: 764.602)
Collapsed to 606 vertices (cost: 784.102)
Collapsed to 605 vertices (cost: 65.8914)
Collapsed to 604 vertices (cost: 427.032)
Collapsed to 603 vertices (cost: 788.121)
Collapsed to 602 vertices (cost: 790.709)
Collapsed to 601 vertices (cost: 0.000245862)
Collapsed to 600 vertices (cost: 2.78477e-05)
Collapsed to 599 vertices (cost: 3.72995e-06)
Collapsed to 598 vertices (cost: 69.2308)
Collapsed to 597 vertices (cost: 6.16579e-05)
Collapsed to 596 vertices (cost: 144)
Collapsed to 595 vertices (cost: 5.10786e-05)
Collapsed to 594 vertices (cost: 235.294)
Collapsed to 593 vertices (cost: 74.0286)
Collapsed to 592 vertices (cost: 792.844)
Collapsed to 591 vertices (cost: 792.857)
Collapsed to 590 vertices (cost: 0.0512283)
Collapsed to 589 vertices (cost: 796.343)
Collapsed to 588 vertices (cost: 119.464)
Collapsed to 587 vertices (cost: 572.273)
Collapsed to 586 vertices (cost: 800)
Collapsed to 585 vertices (cost: 125)
Collapsed to 584 vertices (cost: 37.5)
Collapsed to 583 vertices (cost: 220)
Collapsed to 582 vertices (cost: 813.48)
Collapsed to 581 vertices (cost: 291.936)
Collapsed to 580 vertices (cost: 692.537)
Collapsed to 579 vertices (cost: 336.22)
Collapsed to 578 vertices (cost: 814.588)
Collapsed to 577 vertices (cost: 131.544)
Collapsed to 576 vertices (cost: 816.667)
Collapsed to 575 vertices (cost: 113.471)
Collapsed to 574 vertices (cost: 821.502)
Collapsed to 573 vertices (cost: 300.578)
Collapsed to 572 vertices (cost: 824.176)
Collapsed to 571 vertices (cost: 825.052)
Collapsed to 570 vertices (cost: 837.677)
Collapsed to 569 vertices (cost: 841.2)
Collapsed to 568 vertices (cost: 851.69)
Collapsed to 567 vertices (cost: 855.089)
Collapsed to 566 vertices (cost: 593.55)
Collapsed to 565 vertices (cost: 870.428)
Collapsed to 564 vertices (cost: 24.391)
Collapsed to 563 vertices (cost: 875.758)
Collapsed to 562 vertices (cost: 890.56)
Collapsed to 561 vertices (cost: 893.672)
Collapsed to 560 vertices (cost: 900)
Collapsed to 559 vertices (cost: 900)
Collapsed to 558 vertices (cost: 416.667)
Collapsed to 557 vertices (cost: 4.38652e-05)
Collapsed to 556 vertices (cost: 901.136)
Collapsed to 555 vertices (cost: 911.111)
Collapsed to 554 vertices (cost: 102.303)
Collapsed to 553 vertices (cost: 924.444)
Collapsed to 552 vertices (cost: 8.24368)
Collapsed to 551 vertices (cost: 926.35)
Collapsed to 550 vertices (cost: 171.556)
Collapsed to 549 vertices (cost: 251.382)
Collapsed to 548 vertices (cost: 104.965)
Collapsed to 547 vertices (cost: 939.134)
Collapsed to 546 vertices (cost: 943.359)
Collapsed to 545 vertices (cost: 943.438)
Collapsed to 544 vertices (cost: 6.03031e-07)
Collapsed to 543 vertices (cost: 284.21)
Collapsed to 542 vertices (cost: 729.424)
Collapsed to 541 vertices (cost: 943.503)
Collapsed to 540 vertices (cost: 321.452)
Collapsed to 539 vertices (cost: 944.444)
Collapsed to 538 vertices (cost: 118.519)
Collapsed to 537 vertices (cost: 950.984)
Collapsed to 536 vertices (cost: 36.5707)
Collapsed to 535 vertices (cost: 951.81)
Collapsed to 534 vertices (cost: 610.894)
Collapsed to 533 vertices (cost: 955.441)
Collapsed to 532 vertices (cost: 866.829)
Collapsed to 531 vertices (cost: 0.0451342)
Collapsed to 530 vertices (cost: 960.839)
Collapsed to 529 vertices (cost: 884.153)
Collapsed to 528 vertices (cost: 692.683)
Collapsed to 527 vertices (cost: 183.226)
Collapsed to 526 vertices (cost: 552.107)
Collapsed to 525 vertices (cost: 606.963)
Collapsed to 524 vertices (cost: 968.702)
Collapsed to 523 vertices (cost: 977.412)
Collapsed to 522 vertices (cost: 21.5939)
Collapsed to 521 vertices (cost: 991.667)
Collapsed to 520 vertices (cost: 289.855)
Collapsed to 519 vertices (cost: 998.312)
Collapsed to 518 vertices (cost: 998.469)
Collapsed to 517 vertices (cost: 0.259201)
Collapsed to 516 vertices (cost: 999.806)
Collapsed to 515 vertices (cost: 1000)
Collapsed to 514 vertices (cost: 1000)
Collapsed to 513 vertices (cost: 264.122)
Collapsed to 512 vertices (cost: 423.422)
Collapsed to 511 vertices (cost: 930.713)
Collapsed to 510 vertices (cost: 462.316)
Collapsed to 509 vertices (cost: 1000)
Collapsed to 508 vertices (cost: 85.6354)
Collapsed to 507 vertices (cost: 1003.1)
Collapsed to 506 vertices (cost: 41.3189)
Collapsed to 505 vertices (cost: 1010.03)
Collapsed to 504 vertices (cost: 102.776)
Collapsed to 503 vertices (cost: 1010.44)
Collapsed to 502 vertices (cost: 1036.28)
Collapsed to 501 vertices (cost: 221.681)
Collapsed to 500 vertices (cost: 1041.67)
Collapsed to 499 vertices (cost: 0.340689)
Collapsed to 498 vertices (cost: 752.86)
Collapsed to 497 vertices (cost: 1050.54)
Collapsed to 496 vertices (cost: 550.382)
Collapsed to 495 vertices (cost: 527.608)
Collapsed to 494 vertices (cost: 700)
Collapsed to 493 vertices (cost: 175.634)
Collapsed to 492 vertices (cost: 723.481)
Collapsed to 491 vertices (cost: 444.794)
Collapsed to 490 vertices (cost: 280.197)
Collapsed to 489 vertices (cost: 724.254)
Collapsed to 488 vertices (cost: 892.541)
Collapsed to 487 vertices (cost: 46.7594)
Collapsed to 486 vertices (cost: 1059.51)
Collapsed to 485 vertices (cost: 4.04559)
Collapsed to 484 vertices (cost: 1068.25)
Collapsed to 483 vertices (cost: 677.58)
Collapsed to 482 vertices (cost: 474.152)
Collapsed to 481 vertices (cost: 889.685)
Collapsed to 480 vertices (cost: 1071.69)
Collapsed to 479 vertices (cost: 142.522)
Collapsed to 478 vertices (cost: 1072.78)
Collapsed to 477 vertices (cost: 1087.16)
Collapsed to 476 vertices (cost: 238.44)
Collapsed to 475 vertices (cost: 588.55)
Collapsed to 474 vertices (cost: 1087.41)
Collapsed to 473 vertices (cost: 32.7091)
Collapsed to 472 vertices (cost: 1091.18)
Collapsed to 471 vertices (cost: 1098.41)
Collapsed to 470 vertices (cost: 300.036)
Collapsed to 469 vertices (cost: 122.557)
Collapsed to 468 vertices (cost: 257.575)
Collapsed to 467 vertices (cost: 272.543)
Collapsed to 466 vertices (cost: 1098.92)
Collapsed to 465 vertices (cost: 338.089)
Collapsed to 464 vertices (cost: 1100)
Collapsed to 463 vertices (cost: 1105.31)
Collapsed to 462 vertices (cost: 291.199)
Collapsed to 461 vertices (cost: 1108.98)
Collapsed to 460 vertices (cost: 1037.2)
Collapsed to 459 vertices (cost: 1109.91)
Collapsed to 458 vertices (cost: 323.745)
Collapsed to 457 vertices (cost: 327.003)
Collapsed to 456 vertices (cost: 1122.11)
Collapsed to 455 vertices (cost: 2.23885e-05)
Collapsed to 454 vertices (cost: 7.15954e-06)
Collapsed to 453 vertices (cost: 7.16071e-06)
Collapsed to 452 vertices (cost: 4.24043e-05)
Collapsed to 451 vertices (cost: 357.609)
Collapsed to 450 vertices (cost: 1144.81)
Collapsed to 449 vertices (cost: 161.729)
Collapsed to 448 vertices (cost: 773.592)
Collapsed to 447 vertices (cost: 57.9434)
Collapsed to 446 vertices (cost: 1160.15)
Collapsed to 445 vertices (cost: 1087.86)
Collapsed to 444 vertices (cost: 1163.84)
Collapsed to 443 vertices (cost: 289.461)
Collapsed to 442 vertices (cost: 1143.27)
Collapsed to 441 vertices (cost: 192.11)
Collapsed to 440 vertices (cost: 1169.8)
Collapsed to 439 vertices (cost: 2.95727)
Collapsed to 438 vertices (cost: 1187.55)
Collapsed to 437 vertices (cost: 599.312)
Collapsed to 436 vertices (cost: 1188.78)
Collapsed to 435 vertices (cost: 42.6922)
Collapsed to 434 vertices (cost: 255.102)
Collapsed to 433 vertices (cost: 50)
Collapsed to 432 vertices (cost: 182.614)
Collapsed to 431 vertices (cost: 26.1906)
Collapsed to 430 vertices (cost: 473.297)
Collapsed to 429 vertices (cost: 768.608)
Collapsed to 428 vertices (cost: 1196.08)
Collapsed to 427 vertices (cost: 1197.49)
Collapsed to 426 vertices (cost: 1200.66)
Collapsed to 425 vertices (cost: 585.318)
Collapsed to 424 vertices (cost: 1206.31)
Collapsed to 423 vertices (cost: 297.781)
Collapsed to 422 vertices (cost: 621.741)
Collapsed to 421 vertices (cost: 194.779)
Collapsed to 420 vertices (cost: 1212.53)
Collapsed to 419 vertices (cost: 197.531)
Collapsed to 418 vertices (cost: 1244.74)
Collapsed to 417 vertices (cost: 300.218)
Collapsed to 416 vertices (cost: 1121.62)
Collapsed to 415 vertices (cost: 26.9936)
Collapsed to 414 vertices (cost: 1249.71)
Collapsed to 413 vertices (cost: 406.783)
Collapsed to 412 vertices (cost: 1037.6)
Collapsed to 411 vertices (cost: 1021.44)
Collapsed to 410 vertices (cost: 1251.25)
Collapsed to 409 vertices (cost: 1252.76)
Collapsed to 408 vertices (cost: 798.952)
Collapsed to 407 vertices (cost: 926.209)
Collapsed to 406 vertices (cost: 855.718)
Collapsed to 405 vertices (cost: 1277.13)
Collapsed to 404 vertices (cost: 1289.69)
Collapsed to 403 vertices (cost: 773.49)
Collapsed to 402 vertices (cost: 1296.3)
Collapsed to 401 vertices (cost: 2.96239)
Collapsed to 400 vertices (cost: 1303.7)
Collapsed to 399 vertices (cost: 23.6842)
Collapsed to 398 vertices (cost: 1311.25)
Collapsed to 397 vertices (cost: 170.578)
Collapsed to 396 vertices (cost: 1321.41)
Collapsed to 395 vertices (cost: 48.0078)
Collapsed to 394 vertices (cost: 1326.32)
Collapsed to 393 vertices (cost: 1345.39)
Collapsed to 392 vertices (cost: 656.932)
Collapsed to 391 vertices (cost: 1353.54)
Collapsed to 390 vertices (cost: 255.798)
Collapsed to 389 vertices (cost: 756.465)
Collapsed to 388 vertices (cost: 1142.53)
Collapsed to 387 vertices (cost: 602.783)
Collapsed to 386 vertices (cost: 746.577)
Collapsed to 385 vertices (cost: 1269.26)
Collapsed to 384 vertices (cost: 160.413)
Collapsed to 383 vertices (cost: 1.36775e-05)
Collapsed to 382 vertices (cost: 24.9999)
Collapsed to 381 vertices (cost: 578.512)
Collapsed to 380 vertices (cost: 52.7881)
Collapsed to 379 vertices (cost: 897.801)
Collapsed to 378 vertices (cost: 190.347)
Collapsed to 377 vertices (cost: 1354.76)
Collapsed to 376 vertices (cost: 1357.61)
Collapsed to 375 vertices (cost: 297.652)
Collapsed to 374 vertices (cost: 1360.09)
Collapsed to 373 vertices (cost: 36.5788)
Collapsed to 372 vertices (cost: 430.769)
Collapsed to 371 vertices (cost: 485.474)
Collapsed to 370 vertices (cost: 1379.64)
Collapsed to 369 vertices (cost: 1381.89)
Collapsed to 368 vertices (cost: 1.62327e-05)
Collapsed to 367 vertices (cost: 2.47221e-09)
Collapsed to 366 vertices (cost: 200.329)
Collapsed to 365 vertices (cost: 472.469)
Collapsed to 364 vertices (cost: 1390.64)
Collapsed to 363 vertices (cost: 1150.66)
Collapsed to 362 vertices (cost: 1454.95)
Collapsed to 361 vertices (cost: 480.852)
Collapsed to 360 vertices (cost: 922.956)
Collapsed to 359 vertices (cost: 410.682)
Collapsed to 358 vertices (cost: 1266.69)
Collapsed to 357 vertices (cost: 429.315)
Collapsed to 356 vertices (cost: 1049.99)
Collapsed to 355 vertices (cost: 1458.41)
Collapsed to 354 vertices (cost: 9.11335)
Collapsed to 353 vertices (cost: 1470.43)
Collapsed to 352 vertices (cost: 17.8385)
Collapsed to 351 vertices (cost: 1538.08)
Collapsed to 350 vertices (cost: 826.178)
Collapsed to 349 vertices (cost: 1550.76)
Collapsed to 348 vertices (cost: 3.69562)
Collapsed to 347 vertices (cost: 1578.02)
Collapsed to 346 vertices (cost: 1629.36)
Collapsed to 345 vertices (cost: 1636.38)
Collapsed to 344 vertices (cost: 69.4565)
Collapsed to 343 vertices (cost: 1658.04)
Collapsed to 342 vertices (cost: 1257.91)
Collapsed to 341 vertices (cost: 1668.29)
Collapsed to 340 vertices (cost: 9.67086)
Collapsed to 339 vertices (cost: 1694.88)
Collapsed to 338 vertices (cost: 269.267)
Collapsed to 337 vertices (cost: 1697.32)
Collapsed to 336 vertices (cost: 1703.04)
Collapsed to 335 vertices (cost: 551.119)
Collapsed to 334 vertices (cost: 1722.24)
Collapsed to 333 vertices (cost: 1734.67)
Collapsed to 332 vertices (cost: 14.482)
Collapsed to 331 vertices (cost: 1737.38)
Collapsed to 330 vertices (cost: 48.9246)
Collapsed to 329 vertices (cost: 1024.79)
Collapsed to 328 vertices (cost: 11.4063)
Collapsed to 327 vertices (cost: 1731.8)
Collapsed to 326 vertices (cost: 1181.83)
Collapsed to 325 vertices (cost: 1739.12)
Collapsed to 324 vertices (cost: 38.1015)
Collapsed to 323 vertices (cost: 1740.79)
Collapsed to 322 vertices (cost: 520.89)
Collapsed to 321 vertices (cost: 241.621)
Collapsed to 320 vertices (cost: 8.85921)
Collapsed to 319 vertices (cost: 51.3398)
Collapsed to 318 vertices (cost: 60.6518)
Collapsed to 317 vertices (cost: 1747.5)
Collapsed to 316 vertices (cost: 1751.4)
Collapsed to 315 vertices (cost: 822.447)
Collapsed to 314 vertices (cost: 539.467)
Collapsed to 313 vertices (cost: 1761.74)
Collapsed to 312 vertices (cost: 78.2017)
Collapsed to 311 vertices (cost: 1775.07)
Collapsed to 310 vertices (cost: 440.456)
Collapsed to 309 vertices (cost: 1775.16)
Collapsed to 308 vertices (cost: 90.6265)
Collapsed to 307 vertices (cost: 1785.99)
Collapsed to 306 vertices (cost: 1793.73)
Collapsed to 305 vertices (cost: 360.145)
Collapsed to 304 vertices (cost: 1715.45)
Collapsed to 303 vertices (cost: 1800)
Collapsed to 302 vertices (cost: 15.4225)
Collapsed to 301 vertices (cost: 628.641)
Collapsed to 300 vertices (cost: 792.916)
Collapsed to 299 vertices (cost: 1348.08)
Collapsed to 298 vertices (cost: 497.385)
Collapsed to 297 vertices (cost: 1806.12)
Collapsed to 296 vertices (cost: 1840.32)
Collapsed to 295 vertices (cost: 1844.36)
Collapsed to 294 vertices (cost: 92.1175)
Collapsed to 293 vertices (cost: 1864.33)
Collapsed to 292 vertices (cost: 397.397)
Collapsed to 291 vertices (cost: 1874.64)
Collapsed to 290 vertices (cost: 357.941)
Collapsed to 289 vertices (cost: 1877.78)
Collapsed to 288 vertices (cost: 136.909)
Collapsed to 287 vertices (cost: 996.933)
Collapsed to 286 vertices (cost: 734.976)
Collapsed to 285 vertices (cost: 1893.51)
Collapsed to 284 vertices (cost: 1286.84)
Collapsed to 283 vertices (cost: 1902.68)
Collapsed to 282 vertices (cost: 1741.73)
Collapsed to 281 vertices (cost: 45.4153)
Collapsed to 280 vertices (cost: 916.528)
Collapsed to 279 vertices (cost: 1909.84)
Collapsed to 278 vertices (cost: 271.6)
Collapsed to 277 vertices (cost: 1916.99)
Collapsed to 276 vertices (cost: 109.483)
Collapsed to 275 vertices (cost: 1238.72)
Collapsed to 274 vertices (cost: 1598.27)
Collapsed to 273 vertices (cost: 16.6986)
Collapsed to 272 vertices (cost: 971.013)
Collapsed to 271 vertices (cost: 1400.46)
Collapsed to 270 vertices (cost: 1613.69)
Collapsed to 269 vertices (cost: 1918.81)
Collapsed to 268 vertices (cost: 80.6193)
Collapsed to 267 vertices (cost: 341.398)
Collapsed to 266 vertices (cost: 1441.8)
Collapsed to 265 vertices (cost: 412.352)
Collapsed to 264 vertices (cost: 1850.46)
Collapsed to 263 vertices (cost: 28.4664)
Collapsed to 262 vertices (cost: 1810.96)
Collapsed to 261 vertices (cost: 624.44)
Collapsed to 260 vertices (cost: 1934.23)
Collapsed to 259 vertices (cost: 902.145)
Collapsed to 258 vertices (cost: 1957.64)
Collapsed to 257 vertices (cost: 895.923)
Collapsed to 256 vertices (cost: 2003.57)
Collapsed to 255 vertices (cost: 1479.81)
Collapsed to 254 vertices (cost: 850.581)
Collapsed to 253 vertices (cost: 2008.92)
Collapsed to 252 vertices (cost: 43.8466)
Collapsed to 251 vertices (cost: 1585.94)
Collapsed to 250 vertices (cost: 2018.62)
Collapsed to 249 vertices (cost: 1677.07)
Collapsed to 248 vertices (cost: 1502.01)
Collapsed to 247 vertices (cost: 180.971)
Collapsed to 246 vertices (cost: 1426.33)
Collapsed to 245 vertices (cost: 435.752)
Collapsed to 244 vertices (cost: 1810.28)
Collapsed to 243 vertices (cost: 19.3413)
Collapsed to 242 vertices (cost: 2068.63)
Collapsed to 241 vertices (cost: 1284.39)
Collapsed to 240 vertices (cost: 2141.18)
Collapsed to 239 vertices (cost: 907.882)
Collapsed to 238 vertices (cost: 2164.78)
Collapsed to 237 vertices (cost: 271.745)
Collapsed to 236 vertices (cost: 2191.52)
Collapsed to 235 vertices (cost: 53.8632)
Collapsed to 234 vertices (cost: 2210.31)
Collapsed to 233 vertices (cost: 835.254)
Collapsed to 232 vertices (cost: 2214.99)
Collapsed to 231 vertices (cost: 117.212)
Collapsed to 230 vertices (cost: 2246.89)
Collapsed to 229 vertices (cost: 1297.05)
Collapsed to 228 vertices (cost: 306.069)
Collapsed to 227 vertices (cost: 679.17)
Collapsed to 226 vertices (cost: 1748.12)
Collapsed to 225 vertices (cost: 1002.15)
Collapsed to 224 vertices (cost: 1030.49)
Collapsed to 223 vertices (cost: 2270.07)
Collapsed to 222 vertices (cost: 30.5315)
Collapsed to 221 vertices (cost: 2186.56)
Collapsed to 220 vertices (cost: 2354.13)
Collapsed to 219 vertices (cost: 147.883)
Collapsed to 218 vertices (cost: 2391.56)
Collapsed to 217 vertices (cost: 2397.68)
Collapsed to 216 vertices (cost: 558.86)
Collapsed to 215 vertices (cost: 858.277)
Collapsed to 214 vertices (cost: 1005.29)
Collapsed to 213 vertices (cost: 2398.81)
Collapsed to 212 vertices (cost: 577.824)
Collapsed to 211 vertices (cost: 2401.33)
Collapsed to 210 vertices (cost: 2443.7)
Collapsed to 209 vertices (cost: 2456.08)
Collapsed to 208 vertices (cost: 43.6115)
Collapsed to 207 vertices (cost: 2413.62)
Collapsed to 206 vertices (cost: 234.479)
Collapsed to 205 vertices (cost: 2561.93)
Collapsed to 204 vertices (cost: 1242.22)
Collapsed to 203 vertices (cost: 2563.22)
Collapsed to 202 vertices (cost: 1129.89)
Collapsed to 201 vertices (cost: 261.312)
Collapsed to 200 vertices (cost: 1608.19)
Collapsed to 199 vertices (cost: 765.403)
Collapsed to 198 vertices (cost: 890.852)
APSC final vertex count: 198
Final vertex count: 99 (target: 99)
ring_id,vertex_id,x,y
0,0,1455991.49619557,-1372397.86751217
0,1,1456200,-1372350
0,2,1456075.87551477,-1372330.37133746
0,3,1456165.24704416,-1372216.41143934
0,4,1456090.33126341,-1372095.80005888
0,5,1455990.05100501,-1372065.81505654
0,6,1455956.58388322,-1371966.70586647
0,7,1456028,-1371872
0,8,1455879.63594492,-1371951.67699254
0,9,1456047.27272727,-1371818.18181818
0,10,1455863.2641465,-1371908.50943704
0,11,1456039.15981847,-1371780.40895585
0,12,1455813.40898247,-1371818.52312614
0,13,1455854.87387479,-1371773.04097106
0,14,1455634.54543071,-1371738.88433833
0,15,1455659.16854594,-1371702.46803211
0,16,1455535.19442535,-1371634.78790162
0,17,1455580.77034306,-1371507.65079269
0,18,1455512.5364154,-1371466.31320542
0,19,1455457.15258979,-1371555.85182902
0,20,1455394.9156976,-1371426.9650833
0,21,1455323.33880004,-1371511.25924762
0,22,1455299.99999994,-1371387.50000125
0,23,1455268.54363922,-1371476.06794623
0,24,1455213.52422435,-1371327.84141481
0,25,1455180,-1371450.00001391
