Using hybrid two-pass approach
APSC: Starting from 1500 to 198
Collapsed to 1187 vertices (cost: 4.39398e-05)
Collapsed to 1186 vertices (cost: 9.10833e-06)
Collapsed to 1185 vertices (cost: 12.5)
Collapsed to 1184 vertices (cost: 9.40054e-08)
Collapsed to 1183 vertices (cost: 39.9999)
Collapsed to 1182 vertices (cost: 66.6667)
Collapsed to 1181 vertices (cost: 1.57409e-05)
Collapsed to 1180 vertices (cost: 40)
Collapsed to 1179 vertices (cost: 66.6667)
Collapsed to 1178 vertices (cost: 5.64304e-05)
Collapsed to 1177 vertices (cost: 66.6667)
Collapsed to 1176 vertices (cost: 9.47291e-06)
Collapsed to 1175 vertices (cost: 2.69967e-05)
Collapsed to 1174 vertices (cost: 9.99123e-05)
Collapsed to 1173 vertices (cost: 50.0001)
Collapsed to 1172 vertices (cost: 66.6667)
Collapsed to 1171 vertices (cost: 66.6667)
Collapsed to 1170 vertices (cost: 44.4444)
Collapsed to 1169 vertices (cost: 66.6667)
Collapsed to 1168 vertices (cost: 50)
Collapsed to 1167 vertices (cost: 66.6667)
Collapsed to 1166 vertices (cost: 1.22938e-05)
Collapsed to 1165 vertices (cost: 15.3845)
Collapsed to 1164 vertices (cost: 1.76774e-05)
Collapsed to 1163 vertices (cost: 60)
Collapsed to 1162 vertices (cost: 53.3333)
Collapsed to 1161 vertices (cost: 1.57968e-05)
Collapsed to 1160 vertices (cost: 57.1428)
Collapsed to 1159 vertices (cost: 66.6667)
Collapsed to 1158 vertices (cost: 66.6667)
Collapsed to 1157 vertices (cost: 4.73111e-09)
Collapsed to 1156 vertices (cost: 3.4729e-05)
Collapsed to 1155 vertices (cost: 3.80888e-05)
Collapsed to 1154 vertices (cost: 66.6667)
Collapsed to 1153 vertices (cost: 71.4285)
Collapsed to 1152 vertices (cost: 66.6666)
Collapsed to 1151 vertices (cost: 4.00702e-06)
Collapsed to 1150 vertices (cost: 71.4285)
Collapsed to 1149 vertices (cost: 74.0741)
Collapsed to 1148 vertices (cost: 75)
Collapsed to 1147 vertices (cost: 18.75)
Collapsed to 1146 vertices (cost: 20)
Collapsed to 1145 vertices (cost: 71.4768)
Collapsed to 1144 vertices (cost: 75)
Collapsed to 1143 vertices (cost: 75)
Collapsed to 1142 vertices (cost: 16.6667)
Collapsed to 1141 vertices (cost: 75)
Collapsed to 1140 vertices (cost: 30)
Collapsed to 1139 vertices (cost: 75.0002)
Collapsed to 1138 vertices (cost: 77.459)
Collapsed to 1137 vertices (cost: 6.80917e-05)
Collapsed to 1136 vertices (cost: 33.401)
Collapsed to 1135 vertices (cost: 77.7778)
Collapsed to 1134 vertices (cost: 2.70594e-05)
Collapsed to 1133 vertices (cost: 12.6761)
Collapsed to 1132 vertices (cost: 78.9474)
Collapsed to 1131 vertices (cost: 80)
Collapsed to 1130 vertices (cost: 80)
Collapsed to 1129 vertices (cost: 80)
Collapsed to 1128 vertices (cost: 66.6667)
Collapsed to 1127 vertices (cost: 5.64424e-05)
Collapsed to 1126 vertices (cost: 5.06768e-05)
Collapsed to 1125 vertices (cost: 80)
Collapsed to 1124 vertices (cost: 80)
Collapsed to 1123 vertices (cost: 18.1818)
Collapsed to 1122 vertices (cost: 30.7692)
Collapsed to 1121 vertices (cost: 55.8343)
Collapsed to 1120 vertices (cost: 63.6706)
Collapsed to 1119 vertices (cost: 81.4815)
Collapsed to 1118 vertices (cost: 81.8181)
Collapsed to 1117 vertices (cost: 44.1267)
Collapsed to 1116 vertices (cost: 83.3333)
Collapsed to 1115 vertices (cost: 5.64521e-05)
Collapsed to 1114 vertices (cost: 1.62737e-05)
Collapsed to 1113 vertices (cost: 1.91488e-05)
Collapsed to 1112 vertices (cost: 2.33764e-05)
Collapsed to 1111 vertices (cost: 83.3333)
Collapsed to 1110 vertices (cost: 3.17678e-06)
Collapsed to 1109 vertices (cost: 83.3333)
Collapsed to 1108 vertices (cost: 85.7143)
Collapsed to 1107 vertices (cost: 7.79312e-05)
Collapsed to 1106 vertices (cost: 85.7143)
Collapsed to 1105 vertices (cost: 60)
Collapsed to 1104 vertices (cost: 4.9171e-05)
Collapsed to 1103 vertices (cost: 85.7143)
Collapsed to 1102 vertices (cost: 50)
Collapsed to 1101 vertices (cost: 36.7345)
Collapsed to 1100 vertices (cost: 87.5)
Collapsed to 1099 vertices (cost: 88.8889)
Collapsed to 1098 vertices (cost: 88.8889)
Collapsed to 1097 vertices (cost: 90)
Collapsed to 1096 vertices (cost: 88.8889)
Collapsed to 1095 vertices (cost: 2.90655e-05)
Collapsed to 1094 vertices (cost: 60.3175)
Collapsed to 1093 vertices (cost: 90)
Collapsed to 1092 vertices (cost: 1.27389)
Collapsed to 1091 vertices (cost: 90)
Collapsed to 1090 vertices (cost: 90.9091)
Collapsed to 1089 vertices (cost: 91.4285)
Collapsed to 1088 vertices (cost: 92.6471)
Collapsed to 1087 vertices (cost: 4.79611e-05)
Collapsed to 1086 vertices (cost: 87.8788)
Collapsed to 1085 vertices (cost: 93.3334)
Collapsed to 1084 vertices (cost: 92.4055)
Collapsed to 1083 vertices (cost: 4.18114e-06)
Collapsed to 1082 vertices (cost: 79.0845)
Collapsed to 1081 vertices (cost: 26.0787)
Collapsed to 1080 vertices (cost: 7.40061)
Collapsed to 1079 vertices (cost: 0.000100927)
Collapsed to 1078 vertices (cost: 0.00109253)
Collapsed to 1077 vertices (cost: 0.0011361)
Collapsed to 1076 vertices (cost: 94.5982)
Collapsed to 1075 vertices (cost: 96.4286)
Collapsed to 1074 vertices (cost: 6.58799e-05)
Collapsed to 1073 vertices (cost: 98.8418)
Collapsed to 1072 vertices (cost: 72.8378)
Collapsed to 1071 vertices (cost: 99.9999)
Collapsed to 1070 vertices (cost: 6.8844e-09)
Collapsed to 1069 vertices (cost: 99.9999)
Collapsed to 1068 vertices (cost: 100)
Collapsed to 1067 vertices (cost: 7.74441e-05)
Collapsed to 1066 vertices (cost: 1.95913)
Collapsed to 1065 vertices (cost: 100)
Collapsed to 1064 vertices (cost: 8.05183e-05)
Collapsed to 1063 vertices (cost: 4.50993e-05)
Collapsed to 1062 vertices (cost: 80)
Collapsed to 1061 vertices (cost: 3.89295e-05)
Collapsed to 1060 vertices (cost: 100)
Collapsed to 1059 vertices (cost: 46.7626)
Collapsed to 1058 vertices (cost: 23.7616)
Collapsed to 1057 vertices (cost: 100)
Collapsed to 1056 vertices (cost: 100)
Collapsed to 1055 vertices (cost: 100)
Collapsed to 1054 vertices (cost: 100)
Collapsed to 1053 vertices (cost: 100)
Collapsed to 1052 vertices (cost: 100)
Collapsed to 1051 vertices (cost: 100)
Collapsed to 1050 vertices (cost: 40)
Collapsed to 1049 vertices (cost: 6.25)
Collapsed to 1048 vertices (cost: 100)
Collapsed to 1047 vertices (cost: 100)
Collapsed to 1046 vertices (cost: 50)
Collapsed to 1045 vertices (cost: 100)
Collapsed to 1044 vertices (cost: 50)
Collapsed to 1043 vertices (cost: 100)
Collapsed to 1042 vertices (cost: 50)
Collapsed to 1041 vertices (cost: 33.3333)
Collapsed to 1040 vertices (cost: 100)
Collapsed to 1039 vertices (cost: 100)
Collapsed to 1038 vertices (cost: 54.5455)
Collapsed to 1037 vertices (cost: 100)
Collapsed to 1036 vertices (cost: 19.5122)
Collapsed to 1035 vertices (cost: 2.15557e-05)
Collapsed to 1034 vertices (cost: 0.000122073)
Collapsed to 1033 vertices (cost: 100)
Collapsed to 1032 vertices (cost: 100)
Collapsed to 1031 vertices (cost: 66.6667)
Collapsed to 1030 vertices (cost: 3.75168e-05)
Collapsed to 1029 vertices (cost: 1.16823e-09)
Collapsed to 1028 vertices (cost: 100)
Collapsed to 1027 vertices (cost: 100)
Collapsed to 1026 vertices (cost: 100)
Collapsed to 1025 vertices (cost: 45)
Collapsed to 1024 vertices (cost: 90.5237)
Collapsed to 1023 vertices (cost: 93.1321)
Collapsed to 1022 vertices (cost: 100)
Collapsed to 1021 vertices (cost: 50)
Collapsed to 1020 vertices (cost: 16.6667)
Collapsed to 1019 vertices (cost: 100)
Collapsed to 1018 vertices (cost: 85.7143)
Collapsed to 1017 vertices (cost: 3.87168e-05)
Collapsed to 1016 vertices (cost: 7.98027e-06)
Collapsed to 1015 vertices (cost: 3.07371e-05)
Collapsed to 1014 vertices (cost: 100)
Collapsed to 1013 vertices (cost: 66.6667)
Collapsed to 1012 vertices (cost: 100)
Collapsed to 1011 vertices (cost: 25)
Collapsed to 1010 vertices (cost: 100)
Collapsed to 1009 vertices (cost: 50)
Collapsed to 1008 vertices (cost: 100)
Collapsed to 1007 vertices (cost: 100)
Collapsed to 1006 vertices (cost: 100)
Collapsed to 1005 vertices (cost: 33.3333)
